user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_equities,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference,factor_weight_allocation_strength
454,0.36,0.09,0.26,0.09,0.2,9.17,1.0,2.98,9.75,5.41,1.6,30.66,37.81,15.82,3.07,5.63,11.98,10.11,17.16,34.29,10.54,15.92
455,0.06,0.32,0.13,0.15,0.34,1.31,1.0,6.9,8.81,13.06,7.15,13.05,19.63,21.56,7.61,17.94,17.7,4.09,27.94,29.37,10.23,10.67
456,0.18,0.36,0.03,0.18,0.25,9.71,6.67,6.8,3.52,11.31,20.16,2.48,20.93,26.13,0.7,18.29,7.74,30.81,5.92,8.26,23.08,24.19
457,0.25,0.1,0.07,0.28,0.3,6.48,6.67,5.88,6.2,3.94,22.48,25.22,1.32,14.27,17.3,15.47,5.15,23.0,13.31,15.2,11.55,31.79
458,0.23,0.24,0.16,0.12,0.25,8.61,3.33,3.21,3.61,21.76,22.96,2.23,5.8,16.09,18.59,12.57,22.8,12.58,31.93,16.25,12.7,3.74
459,0.03,0.17,0.08,0.28,0.44,5.47,1.0,3.72,7.88,18.34,34.15,2.52,9.72,1.2,26.51,7.56,17.26,23.97,24.17,23.41,5.45,5.74
460,0.12,0.06,0.35,0.15,0.32,4.12,3.33,6.2,8.32,2.43,14.46,20.57,20.06,18.1,18.06,6.32,12.79,13.85,10.88,40.43,6.97,15.08
461,0.25,0.07,0.32,0.32,0.04,3.06,1.0,7.19,6.77,23.91,17.09,0.01,24.25,12.43,22.25,0.06,1.59,22.77,11.95,6.16,26.91,30.62
462,0.05,0.51,0.14,0.27,0.03,6.44,1.0,10.0,2.37,27.45,2.46,6.24,20.68,5.59,24.04,13.54,5.46,17.57,25.17,17.03,25.51,9.26
463,0.2,0.1,0.28,0.22,0.2,9.96,3.33,6.72,8.9,21.22,2.13,15.85,7.65,18.06,11.39,23.7,11.56,6.37,20.88,6.54,29.04,25.61
464,0.27,0.05,0.3,0.25,0.13,5.02,1.0,4.1,1.46,15.1,23.29,8.01,0.99,12.29,24.34,15.98,9.69,19.33,10.36,19.2,31.42,10.0
465,0.16,0.35,0.11,0.27,0.11,8.35,1.0,9.68,2.68,7.77,25.17,7.43,9.05,22.47,8.4,19.71,23.82,13.45,15.37,20.06,16.11,11.19
466,0.16,0.34,0.06,0.18,0.26,8.6,6.67,2.61,2.25,15.65,1.36,11.29,19.37,11.55,25.99,14.79,12.38,5.57,11.31,19.12,29.11,22.51
467,0.01,0.21,0.36,0.01,0.41,5.47,10.0,8.53,4.13,1.33,25.78,0.05,20.09,22.83,21.23,8.69,1.34,22.13,19.68,19.49,3.24,34.12
468,0.1,0.05,0.05,0.41,0.39,9.72,6.67,1.41,8.98,14.62,0.24,10.28,14.83,30.54,14.05,15.44,16.86,14.37,26.47,16.03,0.45,25.82
469,0.02,0.2,0.31,0.26,0.21,8.51,6.67,7.75,5.87,0.17,6.68,3.46,40.17,0.6,10.42,38.5,18.11,6.97,19.49,31.34,8.7,15.39
470,0.16,0.1,0.35,0.23,0.16,3.07,6.67,2.72,6.31,17.92,1.01,8.66,19.64,13.78,18.27,20.72,10.73,20.78,14.14,23.66,3.45,27.24
471,0.39,0.0,0.16,0.08,0.37,8.5,1.0,1.3,3.97,4.31,5.96,10.1,20.96,20.18,33.11,5.38,0.44,16.95,21.41,24.04,18.53,18.63
472,0.06,0.22,0.25,0.16,0.31,9.06,1.0,4.32,1.01,8.53,16.79,13.46,10.81,22.18,9.48,18.75,33.76,10.24,1.03,10.47,34.05,10.45
473,0.36,0.1,0.24,0.26,0.04,4.62,1.0,6.22,7.87,16.06,4.6,18.33,6.52,24.18,26.61,3.7,1.32,39.26,4.3,11.21,31.5,12.41
474,0.14,0.16,0.25,0.28,0.17,8.04,10.0,5.21,5.0,14.97,17.08,0.21,18.79,20.74,7.19,21.02,2.77,29.57,13.98,17.23,6.38,30.07
475,0.45,0.06,0.26,0.21,0.02,4.69,10.0,6.93,6.15,29.76,10.73,11.1,4.85,10.04,24.25,9.27,14.76,8.51,26.36,28.12,1.4,20.85
476,0.3,0.15,0.27,0.16,0.12,9.72,6.67,3.39,3.59,23.07,16.17,1.27,9.61,23.42,10.23,16.23,28.76,19.14,21.45,14.89,8.91,6.85
477,0.27,0.33,0.19,0.15,0.06,4.42,6.67,9.77,4.48,8.75,4.13,26.38,16.9,23.2,5.06,15.58,29.65,31.48,22.05,12.96,0.94,2.92
478,0.36,0.21,0.1,0.08,0.25,1.03,6.67,8.78,8.13,17.61,11.02,3.01,32.26,26.7,8.76,0.64,7.1,1.27,18.63,30.32,5.76,36.92
479,0.14,0.32,0.38,0.01,0.15,2.57,10.0,7.68,9.76,1.63,24.91,23.65,0.71,10.85,14.97,23.28,23.16,19.66,9.51,25.03,4.01,18.63
480,0.23,0.25,0.28,0.13,0.11,3.21,6.67,5.4,3.81,12.98,17.64,16.88,16.27,16.1,1.73,18.4,17.97,32.78,13.04,28.46,5.21,2.54
481,0.26,0.11,0.3,0.29,0.04,9.23,3.33,1.27,7.92,16.46,13.48,12.78,14.93,11.47,15.7,15.18,23.88,20.4,22.52,21.75,4.91,6.54
482,0.25,0.09,0.12,0.33,0.21,9.54,6.67,3.83,1.39,6.03,20.13,15.64,11.17,0.98,21.68,24.37,8.83,21.53,16.61,16.43,16.87,19.73
483,0.31,0.31,0.05,0.23,0.1,8.32,1.0,3.43,6.29,19.67,14.8,12.45,8.63,14.36,11.17,18.92,17.2,24.49,34.88,0.2,9.14,14.09
484,0.06,0.25,0.34,0.14,0.21,8.97,10.0,7.92,6.89,14.34,8.33,4.2,27.65,24.96,18.23,2.29,18.57,6.5,25.7,2.94,25.8,20.49
485,0.2,0.05,0.38,0.24,0.13,6.27,3.33,3.33,9.56,17.58,19.82,22.61,12.79,2.37,1.6,23.23,15.62,22.21,29.17,2.0,5.99,25.01
486,0.28,0.03,0.17,0.09,0.43,9.83,10.0,3.24,3.28,16.07,4.54,2.45,35.17,8.32,31.96,1.49,6.28,25.31,20.53,17.44,13.7,16.74
487,0.3,0.37,0.13,0.14,0.06,6.04,1.0,3.42,3.69,9.44,13.77,11.05,18.8,11.9,18.0,17.04,15.55,11.42,21.93,1.7,23.53,25.87
488,0.06,0.18,0.16,0.32,0.28,6.28,10.0,1.34,8.3,3.83,14.64,20.52,22.28,15.18,22.97,0.58,25.04,22.56,5.65,33.2,5.72,7.83
489,0.21,0.29,0.14,0.23,0.13,7.53,6.67,6.12,2.44,9.5,20.97,20.76,14.61,16.54,3.29,14.33,19.09,15.12,24.09,8.48,22.08,11.14
490,0.16,0.01,0.09,0.24,0.5,6.23,1.0,9.32,9.78,8.68,11.51,7.01,14.72,22.38,20.06,15.64,19.32,19.07,12.56,21.37,18.42,9.26
491,0.05,0.39,0.28,0.02,0.26,5.51,3.33,3.28,7.34,30.96,0.4,32.34,11.37,14.23,1.16,9.54,6.38,25.0,9.08,4.3,31.4,23.84
492,0.1,0.37,0.32,0.01,0.2,8.44,3.33,7.41,4.82,4.84,22.83,3.58,24.17,14.57,19.24,10.77,31.45,2.95,11.91,20.74,9.82,23.13
493,0.22,0.11,0.04,0.28,0.35,3.73,10.0,3.07,1.46,16.71,9.43,14.41,12.03,39.77,6.4,1.25,15.92,18.08,19.46,19.09,14.11,13.34
494,0.2,0.12,0.33,0.06,0.29,6.31,10.0,5.39,9.57,20.43,25.02,10.7,6.49,2.8,8.77,25.79,20.48,16.4,26.23,10.9,8.43,17.56
495,0.28,0.01,0.25,0.26,0.2,9.99,1.0,7.66,8.55,30.0,4.95,11.4,0.02,0.99,20.86,31.78,19.07,1.16,33.68,10.49,32.01,3.59
496,0.26,0.01,0.23,0.32,0.18,4.33,1.0,2.73,3.4,6.08,12.82,20.29,24.15,22.35,9.72,4.59,6.55,31.16,1.38,5.0,29.22,26.69
497,0.41,0.16,0.16,0.24,0.03,7.12,3.33,4.66,5.32,5.87,21.16,24.33,9.58,6.04,17.15,15.87,27.44,3.49,18.0,7.59,33.29,10.19
498,0.28,0.29,0.12,0.14,0.17,1.12,10.0,8.5,7.39,18.63,17.74,10.54,2.9,7.81,21.18,21.2,25.44,4.69,7.32,2.06,29.48,31.01
499,0.0,0.33,0.2,0.22,0.25,3.69,6.67,1.12,2.25,7.97,32.88,18.17,12.02,25.1,2.13,1.73,13.5,16.95,11.51,23.98,27.37,6.69
500,0.04,0.42,0.32,0.08,0.14,4.84,6.67,5.43,8.96,23.39,9.26,15.12,1.42,19.06,3.79,27.96,2.36,23.22,19.0,16.62,20.52,18.28
501,0.18,0.24,0.22,0.12,0.24,3.25,10.0,3.89,1.42,24.53,3.56,13.3,10.76,15.31,1.69,30.85,13.42,19.26,17.17,18.67,22.34,9.14
502,0.03,0.14,0.32,0.01,0.5,2.13,1.0,1.76,9.16,19.91,18.51,6.36,11.63,25.27,17.23,1.09,7.81,20.84,17.37,15.0,20.04,18.94
503,0.43,0.03,0.21,0.18,0.15,8.3,10.0,9.57,5.09,3.55,12.75,14.69,2.34,24.91,18.86,22.9,15.71,24.41,12.61,30.08,6.07,11.12
504,0.27,0.18,0.24,0.03,0.28,5.46,6.67,6.27,2.18,4.38,39.41,1.91,23.99,11.63,15.92,2.76,13.18,17.36,15.29,2.49,23.08,28.6
505,0.05,0.17,0.22,0.28,0.28,2.07,6.67,4.92,9.88,16.37,24.35,13.56,22.73,9.21,6.8,6.98,27.17,20.96,4.83,12.34,24.04,10.66
506,0.29,0.07,0.15,0.29,0.2,9.12,3.33,7.97,1.89,17.32,23.28,19.09,18.81,1.89,9.77,9.84,6.25,9.7,4.88,14.2,29.93,35.04
507,0.15,0.13,0.07,0.4,0.25,6.24,3.33,5.36,2.45,11.75,21.25,3.15,0.6,16.74,27.64,18.87,38.24,11.47,1.84,4.5,38.55,5.4
508,0.12,0.38,0.1,0.14,0.26,9.82,6.67,9.61,5.02,1.24,3.15,26.92,25.89,17.43,23.05,2.32,23.71,6.42,23.7,10.97,14.74,20.46
509,0.16,0.38,0.16,0.19,0.11,5.12,6.67,8.93,6.25,8.37,23.26,17.7,3.08,19.77,2.59,25.23,4.87,11.97,30.86,25.68,18.7,7.92
510,0.17,0.15,0.26,0.24,0.18,1.85,6.67,9.71,1.65,23.02,18.53,7.36,9.37,22.57,13.98,5.17,16.85,20.82,8.43,23.17,15.9,14.83
511,0.05,0.12,0.11,0.33,0.39,7.06,1.0,7.77,3.22,0.43,16.65,12.6,10.53,22.53,12.79,24.47,12.6,13.26,29.31,0.39,17.1,27.34
512,0.14,0.14,0.05,0.3,0.37,2.63,10.0,1.71,4.53,10.63,34.99,27.56,9.87,8.82,3.59,4.54,37.22,37.67,4.46,4.01,11.6,5.04
513,0.23,0.24,0.23,0.29,0.01,5.1,10.0,9.9,9.92,9.83,13.65,17.07,14.84,15.92,14.61,14.08,13.81,22.94,25.16,11.85,17.15,9.09
514,0.45,0.01,0.04,0.38,0.12,8.92,10.0,9.85,2.47,0.86,18.6,11.79,17.88,35.05,13.78,2.04,15.63,27.86,19.7,7.09,25.5,4.22
515,0.25,0.04,0.19,0.3,0.22,3.37,10.0,7.28,4.88,7.98,11.3,5.08,11.33,21.05,19.15,24.11,23.72,0.46,26.39,20.97,20.43,8.03
516,0.28,0.01,0.44,0.26,0.01,5.99,6.67,2.87,9.81,8.96,25.92,4.09,10.71,9.53,23.93,16.86,1.7,22.18,32.48,10.63,29.73,3.28
517,0.14,0.26,0.04,0.31,0.25,4.7,6.67,9.04,2.45,17.02,19.32,19.93,23.82,2.17,16.52,1.22,14.84,18.88,14.24,24.11,4.89,23.04
518,0.32,0.27,0.01,0.23,0.17,6.51,1.0,6.09,3.05,4.56,10.65,14.81,28.8,2.33,21.65,17.2,23.1,5.14,16.43,27.31,6.15,21.87
519,0.07,0.09,0.3,0.53,0.01,5.65,10.0,8.0,2.45,3.85,30.45,16.06,6.06,30.05,8.61,4.92,21.21,28.31,1.35,9.83,1.96,37.34
520,0.27,0.19,0.24,0.16,0.14,5.02,1.0,1.45,5.15,16.92,12.97,13.87,1.47,17.73,18.31,18.73,20.99,6.78,10.49,20.05,15.99,25.7
521,0.09,0.15,0.31,0.21,0.24,5.4,6.67,6.65,3.28,4.3,24.2,27.07,2.03,26.44,8.76,7.2,2.16,25.8,26.67,13.12,29.35,2.9
522,0.19,0.22,0.35,0.17,0.07,1.71,6.67,7.0,3.06,27.02,19.02,9.77,4.26,21.69,12.29,5.95,10.9,20.46,2.82,11.3,28.87,25.65
523,0.11,0.36,0.26,0.05,0.22,5.1,10.0,8.58,9.78,17.09,9.01,18.47,11.29,12.24,17.22,14.68,24.05,10.34,14.66,9.47,15.23,26.25
524,0.28,0.08,0.24,0.24,0.16,1.14,6.67,1.03,6.69,9.71,18.15,22.81,6.59,21.57,13.38,7.79,13.64,3.85,25.96,33.98,4.8,17.77
525,0.06,0.11,0.4,0.39,0.04,6.04,3.33,1.52,5.03,15.3,4.01,20.93,26.05,14.76,2.11,16.84,21.17,21.21,5.21,6.17,6.8,39.44
526,0.01,0.57,0.34,0.01,0.07,7.65,1.0,7.84,5.04,18.46,5.04,16.82,15.88,18.99,13.63,11.18,26.49,18.78,10.69,26.77,11.59,5.68
527,0.18,0.22,0.17,0.27,0.16,8.45,10.0,7.09,8.0,17.97,7.49,0.0,22.71,11.78,22.78,17.27,19.1,13.04,21.32,17.82,23.85,4.87
528,0.19,0.27,0.29,0.05,0.2,2.34,6.67,7.15,7.13,16.43,19.45,11.84,14.83,16.35,6.22,14.88,36.52,13.06,13.02,10.95,16.41,10.04
529,0.28,0.2,0.17,0.05,0.3,1.65,6.67,2.28,4.69,6.11,22.91,32.38,2.26,4.56,27.31,4.47,11.82,13.57,25.21,25.26,6.4,17.74
530,0.0,0.36,0.1,0.37,0.17,9.05,10.0,9.4,2.0,19.73,6.02,37.58,6.99,12.45,2.44,14.79,16.76,12.05,26.55,15.47,3.14,26.03
531,0.24,0.05,0.34,0.21,0.16,2.31,1.0,1.84,8.47,4.68,29.46,15.21,15.46,5.43,13.2,16.56,21.8,13.47,17.51,27.94,1.61,17.67
532,0.22,0.53,0.15,0.01,0.09,8.74,1.0,2.99,6.32,3.37,15.9,11.67,12.2,17.99,18.78,20.09,30.23,9.24,26.48,0.96,31.2,1.89
533,0.16,0.22,0.24,0.21,0.17,4.84,1.0,6.63,4.87,24.42,11.72,10.28,19.29,6.5,5.73,22.06,25.67,11.87,5.97,13.78,20.97,21.74
534,0.21,0.08,0.16,0.39,0.16,5.62,3.33,6.51,8.5,2.66,21.29,22.05,19.54,16.95,11.52,5.99,18.75,17.96,24.97,13.96,0.81,23.55
535,0.18,0.16,0.23,0.2,0.23,7.59,6.67,4.56,3.94,1.92,31.21,5.12,34.07,14.21,5.57,7.9,8.53,6.81,10.95,24.44,26.73,22.54
536,0.31,0.22,0.17,0.04,0.26,3.01,6.67,5.25,9.07,9.34,1.97,23.4,8.24,9.0,25.93,22.12,0.45,10.44,25.03,25.95,28.24,9.89
537,0.21,0.2,0.17,0.16,0.26,7.56,10.0,2.9,5.75,29.09,9.55,9.78,12.5,6.64,19.61,12.83,6.84,8.02,23.57,20.37,17.43,23.77
538,0.22,0.12,0.23,0.08,0.35,5.74,3.33,1.94,8.57,1.85,10.38,22.09,2.15,19.85,22.5,21.18,29.14,0.46,9.47,36.13,18.77,6.03
539,0.22,0.31,0.15,0.06,0.26,5.51,10.0,5.04,3.57,8.61,7.65,20.58,3.16,21.35,21.47,17.18,29.65,21.25,5.35,3.75,20.82,19.18
540,0.32,0.2,0.08,0.39,0.01,7.23,3.33,7.46,2.06,18.26,19.38,8.58,9.55,14.54,13.23,16.46,31.77,4.98,10.48,3.25,33.07,16.45
541,0.43,0.05,0.35,0.08,0.09,1.69,3.33,7.61,2.85,9.31,16.9,23.96,4.79,23.84,18.84,2.36,29.26,22.73,1.26,17.03,17.44,12.28
542,0.56,0.14,0.06,0.14,0.1,3.55,10.0,5.83,9.9,3.19,5.27,16.89,27.2,10.93,4.47,32.05,23.78,18.02,24.95,4.29,25.1,3.86
543,0.27,0.15,0.3,0.21,0.07,4.55,6.67,8.63,2.35,18.69,21.36,9.29,16.28,8.76,23.34,2.28,12.11,20.88,5.43,12.24,47.55,1.79
544,0.37,0.11,0.45,0.07,0.0,3.83,6.67,8.56,1.26,13.36,21.64,21.84,10.58,7.36,22.83,2.39,22.52,15.35,18.0,18.48,3.8,21.85
545,0.03,0.12,0.32,0.5,0.03,8.21,10.0,9.69,8.94,16.77,12.49,28.47,23.78,1.68,12.69,4.12,9.47,12.27,38.51,2.91,5.02,31.82
546,0.21,0.23,0.07,0.25,0.24,3.37,3.33,6.89,4.09,15.24,4.42,17.77,16.02,10.07,23.1,13.38,25.52,15.71,17.78,17.9,4.15,18.94
547,0.3,0.11,0.12,0.35,0.12,8.07,6.67,5.76,9.91,22.27,0.76,0.65,10.23,21.52,2.68,41.89,6.31,12.46,19.7,12.43,9.77,39.33
548,0.34,0.26,0.32,0.05,0.03,2.16,6.67,1.4,5.53,23.14,9.87,2.41,9.03,17.37,24.31,13.87,23.13,23.54,22.78,8.85,12.73,8.97
549,0.22,0.12,0.25,0.19,0.22,5.0,10.0,1.9,5.59,13.32,19.99,13.92,12.07,5.84,20.58,14.28,0.4,15.58,5.21,24.63,31.9,22.28
550,0.37,0.25,0.27,0.01,0.1,4.95,10.0,1.17,1.52,16.71,18.68,4.13,10.57,14.19,16.7,19.02,20.36,15.85,15.09,10.29,6.12,32.29
551,0.18,0.3,0.25,0.18,0.09,1.03,6.67,3.18,9.45,13.71,13.24,18.64,21.73,4.29,23.4,4.99,12.69,9.62,5.66,28.53,10.75,32.75
552,0.3,0.04,0.08,0.26,0.32,9.6,6.67,1.39,9.35,14.52,28.67,8.22,3.76,16.78,14.36,13.69,9.29,12.53,24.58,5.5,20.36,27.74
553,0.27,0.26,0.25,0.01,0.21,6.97,1.0,7.31,2.75,5.78,11.66,3.19,11.48,27.82,15.54,24.53,5.86,13.61,29.52,27.95,20.12,2.94
554,0.1,0.1,0.31,0.2,0.29,7.56,1.0,9.81,3.21,16.38,21.75,10.4,20.86,16.0,1.74,12.87,3.77,38.23,28.5,22.56,6.73,0.21
555,0.31,0.24,0.02,0.39,0.04,8.88,1.0,1.4,2.06,20.14,7.42,26.51,2.39,19.5,23.89,0.15,15.65,14.03,26.26,20.47,20.49,3.1
556,0.22,0.29,0.15,0.08,0.26,3.21,6.67,6.53,2.53,13.21,25.77,10.21,1.87,12.23,13.44,23.27,21.22,0.29,10.11,11.77,45.5,11.11
557,0.24,0.1,0.2,0.41,0.05,6.19,1.0,4.14,4.21,15.01,16.6,2.48,27.43,26.62,6.0,5.86,23.4,30.06,0.95,3.84,11.69,30.06
558,0.28,0.26,0.1,0.04,0.32,2.51,3.33,2.63,5.22,25.81,5.88,23.25,8.79,5.33,25.78,5.16,12.91,10.66,16.44,16.63,31.19,12.17
559,0.17,0.21,0.33,0.11,0.18,2.16,10.0,5.94,3.92,20.93,17.61,2.67,23.35,12.39,4.44,18.61,27.53,29.7,14.96,12.66,1.62,13.53
560,0.16,0.02,0.14,0.3,0.38,2.2,1.0,5.54,5.18,21.22,5.42,18.2,5.73,12.63,26.27,10.53,4.2,13.02,18.35,32.98,2.87,28.58
561,0.33,0.08,0.21,0.2,0.18,2.35,6.67,7.58,6.88,17.46,13.98,18.19,19.04,8.15,13.65,9.53,9.78,23.43,19.21,12.52,17.84,17.22
562,0.3,0.01,0.18,0.32,0.19,6.04,6.67,1.09,1.11,18.66,7.82,22.06,9.17,13.13,6.47,22.69,16.07,11.33,16.08,12.21,22.7,21.61
563,0.29,0.24,0.04,0.15,0.28,6.21,6.67,7.24,7.85,15.12,5.02,11.56,15.13,25.04,8.36,19.77,12.76,13.52,23.84,10.22,20.4,19.26
564,0.33,0.01,0.3,0.05,0.31,3.64,6.67,1.22,1.61,4.42,23.32,12.25,23.3,16.75,11.26,8.7,21.79,7.17,6.96,28.6,4.23,31.25
565,0.14,0.28,0.23,0.15,0.2,5.58,1.0,7.41,3.51,8.64,9.41,25.1,24.41,18.59,8.58,5.27,19.68,20.85,17.93,22.15,7.99,11.4
566,0.23,0.11,0.32,0.33,0.01,3.0,3.33,4.97,3.3,26.04,22.51,1.37,0.81,17.19,2.16,29.92,18.7,14.95,18.42,23.3,0.51,24.12
567,0.06,0.34,0.24,0.08,0.28,6.51,3.33,1.63,8.06,18.7,5.22,25.11,8.15,17.78,21.79,3.25,17.75,1.99,1.82,42.31,16.25,19.88
568,0.27,0.16,0.25,0.29,0.03,2.64,10.0,9.02,6.74,11.49,14.41,14.5,10.42,16.77,14.04,18.37,23.12,3.52,14.35,14.33,18.63,26.05
569,0.25,0.3,0.07,0.18,0.2,1.78,10.0,4.12,4.82,11.84,8.44,18.9,6.64,18.15,16.68,19.35,8.31,14.73,8.83,11.9,27.82,28.41
570,0.17,0.17,0.27,0.2,0.19,9.6,1.0,5.47,9.02,22.9,9.04,3.28,40.98,4.8,16.39,2.61,14.15,5.42,25.8,13.34,22.26,19.03
571,0.32,0.13,0.09,0.36,0.1,7.4,10.0,5.33,4.87,3.72,19.74,18.44,21.29,2.84,21.48,12.49,10.28,14.04,12.93,19.58,22.98,20.19
572,0.37,0.31,0.07,0.07,0.18,7.56,1.0,7.17,2.8,29.1,23.53,21.87,0.96,10.06,6.23,8.25,20.31,1.42,6.45,44.51,18.04,9.27
573,0.08,0.3,0.13,0.19,0.3,2.48,3.33,1.41,1.54,7.43,6.21,29.88,14.12,4.09,33.87,4.4,5.24,24.83,7.42,20.36,23.56,18.59
574,0.21,0.23,0.22,0.17,0.17,6.66,1.0,8.49,4.59,27.25,23.91,0.1,1.42,9.11,30.9,7.31,8.62,11.27,27.06,10.49,21.61,20.95
575,0.12,0.2,0.32,0.21,0.15,2.82,6.67,9.42,5.47,20.88,20.63,16.77,12.26,22.87,2.68,3.91,2.63,29.59,12.91,29.16,25.28,0.43
576,0.27,0.24,0.28,0.11,0.1,5.11,10.0,8.29,5.72,13.39,19.91,4.64,18.98,22.11,3.12,17.85,5.78,24.14,17.55,5.88,11.6,35.05
577,0.29,0.3,0.15,0.24,0.02,3.48,1.0,3.76,7.88,3.86,11.93,21.89,25.17,1.18,9.61,26.36,30.29,14.43,20.13,7.84,24.95,2.36
578,0.21,0.02,0.14,0.31,0.32,4.02,6.67,5.14,8.99,13.98,13.53,19.88,8.18,23.28,8.26,12.89,4.83,21.4,25.41,8.8,24.19,15.37
579,0.1,0.32,0.02,0.13,0.43,1.61,10.0,5.07,8.5,4.2,7.99,11.17,15.2,19.11,16.53,25.8,20.82,15.86,6.59,19.69,22.31,14.73
580,0.19,0.17,0.14,0.28,0.22,8.89,3.33,3.57,6.85,12.72,14.99,20.69,5.55,16.02,24.76,5.27,1.5,22.12,34.91,4.61,14.87,21.99
581,0.28,0.38,0.21,0.06,0.07,7.27,6.67,4.21,7.13,21.36,6.33,26.7,14.79,19.24,9.93,1.65,22.63,0.74,17.7,6.45,26.74,25.74
582,0.15,0.03,0.21,0.39,0.22,3.24,3.33,6.68,8.65,14.31,11.52,19.05,8.25,13.35,19.01,14.51,20.87,20.72,14.89,9.25,26.26,8.01
583,0.07,0.19,0.04,0.53,0.17,7.12,10.0,8.06,8.15,25.12,18.84,21.54,7.48,14.22,7.3,5.5,8.22,9.84,31.43,1.6,33.26,15.65
584,0.14,0.32,0.2,0.25,0.09,1.28,1.0,9.32,5.93,15.52,4.94,29.35,30.56,10.73,4.18,4.72,6.96,25.4,19.67,20.59,11.25,16.13
585,0.21,0.11,0.44,0.16,0.08,2.52,10.0,3.97,6.33,11.19,19.75,28.22,8.83,12.11,16.52,3.38,10.92,2.26,20.49,11.29,33.88,21.16
586,0.22,0.28,0.2,0.25,0.05,2.18,6.67,6.84,1.64,10.47,4.84,11.09,14.73,27.93,0.89,30.05,19.16,4.63,32.74,30.34,10.65,2.48
587,0.07,0.28,0.07,0.08,0.5,6.38,3.33,9.38,4.52,12.45,11.8,21.12,7.28,9.08,22.85,15.42,14.4,28.88,23.87,19.02,0.83,13.0
588,0.05,0.31,0.12,0.22,0.3,3.16,3.33,7.43,5.77,26.1,2.45,23.31,11.74,24.6,8.61,3.19,5.42,26.74,29.97,8.64,5.24,23.99
589,0.19,0.29,0.34,0.12,0.06,7.74,10.0,7.96,9.23,17.99,12.58,0.71,15.46,31.11,7.54,14.61,20.24,3.14,8.41,24.04,12.39,31.78
590,0.23,0.05,0.18,0.31,0.23,5.56,6.67,4.01,8.99,21.17,12.69,21.75,10.71,19.65,1.73,12.3,5.81,20.8,12.27,1.33,35.37,24.42
591,0.41,0.07,0.05,0.08,0.39,8.55,3.33,9.85,7.61,7.15,24.05,9.82,23.14,6.26,7.64,21.94,15.81,29.48,13.26,3.34,15.29,22.82
592,0.18,0.12,0.34,0.3,0.06,3.41,10.0,4.74,4.94,21.56,14.81,6.21,8.57,12.07,22.14,14.64,10.26,9.72,11.48,7.22,11.16,50.16
593,0.37,0.19,0.31,0.13,0.0,7.85,10.0,7.88,6.16,21.07,22.17,13.64,18.64,1.09,18.23,5.16,15.07,23.84,20.14,20.52,3.11,17.32
594,0.16,0.24,0.38,0.0,0.22,5.09,6.67,9.68,5.21,13.39,10.94,15.44,8.99,6.45,23.12,21.67,26.03,30.2,0.0,21.21,19.7,2.86
595,0.26,0.15,0.08,0.27,0.24,8.53,10.0,4.1,5.12,24.39,4.08,13.72,24.71,10.82,16.47,5.81,6.34,32.63,0.55,15.31,33.66,11.51
596,0.16,0.35,0.01,0.12,0.36,9.86,3.33,8.34,8.07,8.08,18.29,24.52,1.19,15.0,9.03,23.89,20.49,15.35,23.41,18.56,0.36,21.83
597,0.29,0.21,0.06,0.42,0.02,5.9,3.33,7.62,6.37,19.31,22.57,11.68,7.69,5.88,22.55,10.32,15.29,3.22,26.72,18.31,8.19,28.27
598,0.27,0.25,0.24,0.18,0.06,6.53,6.67,4.42,1.74,5.64,33.53,32.49,4.86,3.42,10.35,9.71,10.06,5.82,18.23,16.04,26.49,23.36
599,0.16,0.28,0.11,0.06,0.39,4.58,1.0,8.07,1.88,23.45,9.28,14.7,16.13,21.86,6.24,8.34,28.91,14.72,22.79,17.95,5.76,9.87
600,0.15,0.27,0.1,0.27,0.21,4.53,10.0,4.04,4.48,24.7,19.87,6.3,23.83,3.74,3.88,17.68,2.68,18.22,17.46,28.56,15.37,17.71
601,0.01,0.43,0.29,0.15,0.12,8.65,3.33,5.94,7.22,17.66,11.98,24.84,0.16,23.66,3.26,18.44,28.1,12.59,1.84,24.8,20.03,12.64
602,0.14,0.02,0.11,0.3,0.43,4.14,3.33,6.5,9.1,15.24,0.47,27.37,28.57,2.64,9.66,16.05,22.15,8.24,15.8,21.11,23.15,9.55
603,0.27,0.21,0.03,0.33,0.16,1.87,6.67,1.38,5.09,8.03,20.76,8.55,16.32,18.73,21.81,5.8,5.51,9.53,10.72,44.81,27.57,1.86
604,0.32,0.24,0.15,0.15,0.14,5.73,10.0,9.02,9.55,22.78,21.97,16.32,9.52,0.57,3.69,25.15,16.92,7.32,7.55,36.21,26.31,5.69
605,0.32,0.11,0.23,0.24,0.1,7.14,3.33,8.69,5.72,12.49,3.23,31.3,31.12,9.0,7.7,5.16,14.57,18.25,13.39,8.99,20.21,24.59
