user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_stocks,product_preference_etfs,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference
454,0.07,0.18,0.29,0.25,0.21,1.91,1.0,5.69,6.06,2.77,11.95,22.05,21.36,1.54,12.97,19.79,7.57,31.92,30.8,22.76,2.47,12.05
455,0.41,0.1,0.17,0.16,0.16,6.85,1.0,2.66,2.64,22.32,4.1,24.03,16.58,24.75,0.37,6.15,1.7,8.48,23.92,13.58,16.45,37.57
456,0.27,0.25,0.27,0.04,0.17,8.89,10.0,9.82,7.41,13.35,10.99,14.46,11.9,17.94,13.5,2.14,15.72,34.18,0.23,6.32,26.8,32.47
457,0.07,0.29,0.18,0.24,0.22,6.73,10.0,8.3,5.81,18.0,5.64,19.83,11.17,4.67,12.99,9.45,18.25,15.35,3.32,40.61,8.56,32.16
458,0.33,0.21,0.1,0.28,0.08,5.49,10.0,2.55,2.94,3.78,14.97,14.93,7.58,30.32,9.33,14.91,4.18,29.53,28.27,11.68,26.36,4.16
459,0.14,0.25,0.23,0.2,0.18,2.45,6.67,3.01,3.43,7.05,12.96,19.1,1.04,17.76,19.57,11.89,10.63,8.09,13.39,26.8,32.58,19.14
460,0.11,0.04,0.3,0.34,0.21,3.71,10.0,5.69,2.56,21.59,14.21,20.08,9.28,2.7,17.83,7.31,7.0,19.58,12.59,11.46,41.21,15.16
461,0.1,0.41,0.16,0.29,0.04,5.7,1.0,2.73,7.17,1.25,27.01,4.79,3.62,4.81,22.46,31.14,4.92,12.9,16.99,2.51,27.93,39.67
462,0.16,0.14,0.28,0.29,0.13,3.7,1.0,3.59,4.87,19.83,17.37,10.36,20.99,3.8,11.82,14.7,1.13,42.31,3.35,1.51,8.51,44.32
463,0.17,0.24,0.11,0.24,0.24,4.32,3.33,4.93,8.03,4.88,10.83,4.04,16.0,21.29,6.43,19.4,17.13,0.01,38.15,13.53,33.88,14.43
464,0.25,0.14,0.24,0.33,0.04,7.42,1.0,4.6,3.38,2.1,2.47,25.77,10.2,2.81,23.2,10.04,23.41,5.42,33.73,26.15,0.43,34.27
465,0.23,0.26,0.19,0.15,0.17,2.55,3.33,1.69,5.55,12.97,7.75,13.2,14.14,12.43,15.5,9.96,14.05,26.8,9.92,29.37,25.38,8.53
466,0.02,0.16,0.35,0.25,0.22,9.6,10.0,8.43,8.8,15.26,10.67,0.94,15.14,16.35,13.76,13.1,14.78,14.92,4.4,18.55,42.13,20.0
467,0.14,0.32,0.21,0.23,0.1,3.6,6.67,5.73,3.83,3.53,3.73,13.86,21.12,13.86,14.6,8.04,21.26,5.18,36.0,26.85,25.83,6.14
468,0.19,0.05,0.24,0.04,0.48,7.55,3.33,8.87,7.54,21.48,4.78,7.44,16.55,11.54,8.96,22.64,6.61,16.54,28.99,19.87,4.07,30.53
469,0.05,0.15,0.15,0.34,0.31,4.25,10.0,5.9,5.44,21.87,19.62,18.35,7.6,9.91,6.44,9.32,6.89,24.5,27.77,4.91,29.91,12.91
470,0.23,0.39,0.08,0.13,0.17,5.09,3.33,9.02,4.29,12.96,0.85,26.01,5.65,5.6,7.63,32.33,8.97,22.75,12.26,13.66,46.26,5.07
471,0.32,0.07,0.11,0.24,0.26,1.71,10.0,7.48,1.48,2.62,6.47,13.56,28.01,16.21,23.37,0.36,9.4,33.73,26.86,6.78,16.38,16.25
472,0.0,0.19,0.32,0.2,0.29,1.93,6.67,2.81,3.9,9.44,26.59,4.27,9.84,17.64,0.92,4.76,26.54,17.54,13.04,18.91,26.96,23.55
473,0.04,0.12,0.08,0.42,0.34,4.63,1.0,3.27,8.98,24.34,0.91,4.52,21.33,15.21,8.25,18.01,7.43,0.73,22.74,15.5,40.26,20.77
474,0.13,0.18,0.07,0.33,0.29,7.59,6.67,3.36,1.13,11.91,14.89,14.09,11.65,7.74,13.89,17.65,8.18,1.78,25.76,26.89,33.62,11.95
475,0.22,0.25,0.19,0.25,0.09,2.98,3.33,3.74,8.41,13.81,2.24,7.8,15.83,10.84,22.28,20.41,6.79,41.95,26.02,12.61,5.42,14.0
476,0.23,0.05,0.19,0.28,0.25,9.05,3.33,3.7,1.06,17.89,6.45,10.35,26.94,9.31,6.72,11.09,11.25,1.49,5.94,24.26,30.49,37.82
477,0.12,0.22,0.19,0.21,0.26,9.92,3.33,5.99,2.65,17.07,13.13,6.6,12.3,8.96,8.56,19.67,13.71,32.3,20.76,0.47,44.09,2.38
478,0.23,0.14,0.33,0.29,0.01,5.01,3.33,8.46,8.7,20.01,4.12,20.77,10.2,12.11,5.15,8.4,19.24,26.16,23.99,19.54,7.31,23.0
479,0.14,0.29,0.05,0.29,0.23,7.29,3.33,3.41,3.64,12.21,21.05,0.19,2.95,23.56,11.96,23.14,4.94,33.16,0.99,3.26,7.18,55.41
480,0.33,0.28,0.14,0.21,0.04,3.79,1.0,2.69,2.49,4.94,16.77,6.22,19.2,19.12,7.97,17.66,8.12,31.01,13.41,30.3,12.08,13.2
481,0.14,0.24,0.26,0.22,0.14,8.6,1.0,9.3,6.39,5.08,5.09,8.99,19.63,12.21,15.36,17.05,16.59,42.22,11.37,0.17,28.08,18.16
482,0.1,0.09,0.12,0.19,0.5,6.58,1.0,8.66,2.29,13.58,21.98,23.63,4.29,5.9,4.46,12.77,13.39,11.28,1.11,41.58,41.19,4.84
483,0.06,0.26,0.07,0.51,0.1,8.7,3.33,5.83,3.03,7.59,18.16,11.13,19.76,20.39,6.38,5.87,10.72,25.44,5.05,10.77,25.27,33.47
484,0.34,0.15,0.19,0.29,0.03,2.75,3.33,5.75,8.03,6.48,16.72,1.41,22.97,18.06,2.36,22.74,9.26,16.02,33.14,7.78,9.19,33.87
485,0.09,0.33,0.06,0.46,0.06,4.83,6.67,6.03,8.82,6.09,13.45,4.27,9.26,14.63,21.96,18.39,11.95,12.35,18.22,13.25,20.15,36.03
486,0.35,0.14,0.05,0.11,0.35,5.16,6.67,4.3,6.43,3.8,19.06,14.54,26.01,0.57,9.07,9.18,17.77,28.63,12.66,13.91,41.94,2.86
487,0.27,0.4,0.13,0.08,0.12,9.39,6.67,7.11,4.95,10.79,13.87,18.67,14.14,5.0,12.86,18.99,5.68,19.37,25.04,22.64,14.44,18.51
488,0.27,0.2,0.17,0.26,0.1,9.02,3.33,3.88,2.83,11.23,13.15,0.26,16.19,9.47,15.95,13.65,20.1,5.21,16.54,0.57,39.56,38.12
489,0.28,0.27,0.22,0.11,0.12,2.19,10.0,7.12,2.55,14.51,11.83,15.73,20.2,9.56,1.11,19.95,7.11,10.27,34.06,28.68,12.09,14.9
490,0.17,0.28,0.21,0.11,0.23,3.3,3.33,9.26,1.91,11.49,15.84,12.39,8.38,13.44,13.23,10.94,14.29,21.11,8.68,15.75,21.43,33.03
491,0.08,0.32,0.14,0.07,0.39,7.93,3.33,2.95,4.46,5.66,7.18,13.44,11.1,15.99,11.92,17.56,17.15,5.29,6.98,35.74,14.84,37.15
492,0.06,0.17,0.01,0.69,0.07,1.15,10.0,7.4,4.1,19.41,3.08,14.68,21.0,7.6,8.82,4.31,21.1,22.47,33.61,34.81,8.89,0.22
493,0.12,0.23,0.18,0.38,0.09,5.21,6.67,2.16,2.88,19.92,18.41,11.14,2.65,16.25,6.64,15.77,9.22,28.03,27.17,7.94,0.38,36.48
494,0.12,0.14,0.18,0.3,0.26,4.71,6.67,9.19,9.96,18.32,5.7,13.31,10.38,17.73,6.72,14.03,13.81,10.62,8.62,2.7,48.09,29.97
495,0.12,0.27,0.22,0.12,0.27,8.43,6.67,8.78,4.63,21.99,6.49,3.01,13.32,6.81,17.6,5.7,25.08,14.42,22.34,34.66,13.67,14.91
496,0.2,0.27,0.34,0.11,0.08,1.28,6.67,4.2,7.78,13.28,22.36,3.18,23.66,7.16,7.51,16.84,6.01,28.93,19.83,23.14,0.95,27.15
497,0.28,0.25,0.13,0.22,0.12,7.87,1.0,9.42,2.47,7.9,20.09,8.62,7.09,2.95,16.27,16.46,20.62,8.82,34.13,8.74,12.06,36.25
498,0.2,0.07,0.34,0.37,0.02,3.81,6.67,3.17,7.65,10.86,11.72,0.61,22.83,8.95,10.44,13.55,21.04,28.33,9.5,21.77,29.25,11.15
499,0.25,0.26,0.1,0.17,0.22,3.64,3.33,7.03,8.96,5.09,0.21,26.84,17.66,14.82,26.1,1.79,7.49,11.57,14.83,27.62,19.15,26.83
500,0.2,0.1,0.19,0.31,0.2,6.82,3.33,6.1,2.81,13.61,15.59,21.75,7.53,8.55,11.12,2.1,19.75,7.94,36.16,18.73,10.96,26.21
501,0.31,0.2,0.14,0.27,0.08,8.97,6.67,6.27,1.71,22.39,27.28,15.89,6.65,3.7,0.26,2.78,21.05,27.55,7.86,2.7,46.28,15.61
502,0.04,0.11,0.32,0.34,0.19,4.98,3.33,3.95,1.98,23.57,9.24,18.07,7.82,11.82,7.41,13.13,8.94,31.07,4.04,18.04,27.3,19.55
503,0.18,0.37,0.22,0.11,0.12,9.24,1.0,2.65,4.55,16.58,8.13,16.22,7.97,13.92,0.35,19.41,17.42,3.28,30.85,19.68,17.28,28.91
504,0.19,0.31,0.35,0.15,0.0,4.54,3.33,7.06,9.23,18.32,8.27,4.94,23.15,7.25,19.91,4.92,13.24,3.91,14.79,40.02,38.51,2.77
505,0.27,0.42,0.14,0.08,0.09,6.76,10.0,3.27,5.35,13.21,1.14,14.43,16.46,9.4,17.99,19.19,8.18,19.92,14.71,11.45,27.15,26.77
506,0.17,0.26,0.17,0.24,0.16,8.23,6.67,2.08,2.14,16.33,14.29,14.68,10.3,20.12,3.92,15.97,4.39,0.18,21.9,43.65,12.97,21.3
507,0.16,0.34,0.12,0.34,0.04,3.03,1.0,2.95,8.83,12.2,13.72,13.11,14.94,18.3,8.83,15.72,3.18,24.3,30.31,36.33,6.55,2.51
508,0.22,0.13,0.38,0.15,0.12,8.38,10.0,5.67,4.11,17.53,10.73,17.56,13.85,7.8,3.37,3.51,25.65,24.01,24.67,22.82,13.6,14.9
509,0.0,0.39,0.0,0.2,0.41,2.44,10.0,2.88,3.27,21.21,9.73,21.9,17.28,1.63,4.94,14.57,8.74,20.87,26.22,40.74,1.94,10.23
510,0.43,0.2,0.1,0.11,0.16,9.93,10.0,5.06,4.44,10.91,12.87,18.69,14.57,18.78,13.28,7.85,3.05,18.42,12.61,26.49,18.21,24.27
511,0.1,0.25,0.26,0.22,0.17,7.95,1.0,1.06,3.9,2.9,26.43,22.33,18.41,18.88,7.27,0.81,2.97,26.18,22.51,10.02,22.01,19.28
512,0.2,0.13,0.08,0.24,0.35,6.09,3.33,6.08,7.77,19.25,16.59,18.15,6.38,13.54,5.53,20.06,0.5,5.39,28.87,19.58,34.01,12.15
513,0.3,0.39,0.1,0.04,0.17,2.6,1.0,1.2,5.22,22.75,13.73,20.6,4.41,6.12,3.34,24.35,4.7,3.49,26.94,17.52,26.73,25.32
514,0.26,0.16,0.01,0.23,0.34,1.58,6.67,2.49,6.75,6.09,12.47,11.71,4.07,11.23,14.25,18.68,21.5,1.89,11.08,39.32,34.72,12.99
515,0.21,0.1,0.17,0.32,0.2,6.63,1.0,2.16,4.01,1.06,16.2,11.03,15.09,1.33,23.5,4.58,27.21,24.5,17.61,30.07,11.11,16.71
516,0.37,0.16,0.26,0.14,0.07,5.98,6.67,6.37,9.29,10.76,0.6,17.85,10.92,13.9,18.95,24.88,2.14,28.96,5.89,26.77,19.1,19.28
517,0.13,0.39,0.01,0.09,0.38,2.65,10.0,5.16,9.25,15.92,7.38,3.67,0.77,2.74,22.57,28.88,18.07,24.53,24.62,30.81,3.77,16.27
518,0.23,0.28,0.04,0.15,0.3,9.95,3.33,7.93,9.82,17.58,15.11,8.83,7.16,11.08,14.67,17.2,8.37,3.79,15.17,38.74,29.36,12.94
519,0.26,0.12,0.01,0.42,0.19,7.89,6.67,6.66,6.02,8.17,16.23,4.49,14.23,19.96,14.68,20.26,1.98,3.29,25.95,24.34,14.72,31.7
520,0.21,0.22,0.21,0.18,0.18,3.49,3.33,5.61,1.63,7.25,13.76,0.81,24.96,25.27,7.43,18.91,1.61,5.57,13.65,21.87,30.53,28.38
521,0.26,0.22,0.01,0.24,0.27,6.17,1.0,8.85,2.56,21.34,6.02,1.67,16.47,21.54,10.67,12.65,9.64,62.87,14.94,9.16,3.51,9.52
522,0.19,0.24,0.23,0.24,0.1,8.41,1.0,1.15,3.88,7.47,21.7,0.2,20.83,21.37,1.65,6.46,20.32,21.55,21.46,25.98,20.83,10.18
523,0.35,0.04,0.11,0.06,0.44,9.69,10.0,3.44,4.24,11.47,5.09,20.11,8.41,10.62,21.76,7.18,15.36,26.07,27.59,3.33,9.87,33.14
524,0.19,0.23,0.15,0.31,0.12,1.34,10.0,9.67,5.87,0.52,21.88,2.48,21.14,1.73,15.73,21.75,14.77,23.52,13.27,12.01,42.5,8.7
525,0.23,0.28,0.01,0.37,0.11,8.22,10.0,1.03,3.96,23.11,1.61,12.95,3.32,11.51,16.29,30.67,0.54,33.2,7.36,19.78,18.63,21.03
526,0.11,0.17,0.25,0.4,0.07,2.44,10.0,5.04,3.98,9.12,19.88,19.93,16.26,7.22,7.84,3.67,16.08,52.07,24.31,1.61,2.18,19.83
527,0.26,0.32,0.13,0.06,0.23,6.73,1.0,2.2,6.15,10.09,17.44,10.39,2.01,1.81,16.65,20.58,21.03,28.24,10.62,28.02,11.93,21.19
528,0.15,0.16,0.35,0.06,0.28,4.59,10.0,2.98,6.41,0.77,7.07,18.31,16.87,15.73,15.88,12.98,12.39,10.77,15.6,31.94,8.36,33.33
529,0.28,0.23,0.18,0.13,0.18,3.07,1.0,8.02,7.09,10.36,0.31,30.31,25.31,2.3,8.22,6.12,17.07,22.09,24.25,28.45,16.4,8.81
530,0.12,0.16,0.14,0.14,0.44,4.98,3.33,5.79,5.26,16.18,7.98,15.73,10.77,17.02,11.37,14.25,6.7,18.21,20.4,16.23,25.87,19.29
531,0.13,0.13,0.03,0.38,0.33,4.47,3.33,9.71,6.41,19.83,6.41,2.05,13.7,22.38,5.37,20.83,9.43,17.91,20.57,27.36,26.26,7.9
532,0.12,0.45,0.04,0.16,0.23,9.46,3.33,2.7,7.13,9.78,10.82,8.99,12.6,15.52,0.97,22.51,18.81,15.05,8.38,33.96,8.62,33.99
533,0.18,0.28,0.29,0.25,0.0,2.62,6.67,3.39,6.37,13.0,5.51,6.84,17.79,23.7,11.04,12.76,9.36,29.41,1.41,24.51,12.97,31.7
534,0.33,0.27,0.14,0.11,0.15,4.01,6.67,1.27,2.6,0.24,11.57,17.98,1.82,16.52,10.22,20.94,20.71,23.58,32.7,16.97,11.03,15.72
535,0.26,0.11,0.11,0.24,0.28,8.18,6.67,2.6,2.67,15.92,13.97,5.17,3.11,1.73,21.36,17.68,21.06,18.85,36.08,7.24,21.49,16.34
536,0.04,0.08,0.33,0.28,0.27,6.78,6.67,4.36,4.0,0.78,2.82,25.14,19.42,26.48,3.94,14.23,7.19,32.76,7.96,21.59,10.65,27.04
537,0.2,0.05,0.3,0.13,0.32,3.89,6.67,2.88,4.62,17.52,5.33,14.65,20.48,6.07,7.42,20.1,8.43,22.28,25.18,20.64,29.95,1.95
538,0.33,0.0,0.26,0.32,0.09,5.23,3.33,8.39,6.05,17.96,16.16,1.51,9.42,18.48,7.62,11.31,17.54,26.31,23.23,18.45,10.71,21.3
539,0.25,0.18,0.16,0.22,0.19,9.28,1.0,8.39,7.29,10.27,5.29,10.72,32.24,12.06,19.32,1.08,9.02,29.82,25.28,8.39,14.25,22.26
540,0.02,0.2,0.11,0.36,0.31,2.17,10.0,8.52,8.63,6.51,15.4,11.2,7.44,21.55,10.8,0.0,27.1,23.12,7.56,26.45,27.02,15.85
541,0.22,0.14,0.31,0.3,0.03,5.5,6.67,5.48,2.61,4.57,9.78,4.74,25.36,0.25,18.19,16.75,20.36,14.94,28.66,24.53,26.24,5.63
542,0.19,0.34,0.02,0.34,0.11,7.58,10.0,9.24,6.08,16.49,1.4,16.75,7.96,19.27,19.44,15.15,3.54,22.82,20.28,8.18,38.77,9.95
543,0.24,0.22,0.16,0.25,0.13,3.4,1.0,6.69,4.39,4.69,8.15,27.57,3.47,10.91,4.39,24.96,15.86,13.46,5.02,27.81,20.42,33.29
544,0.05,0.27,0.23,0.13,0.32,9.88,3.33,7.22,2.17,6.87,9.46,21.18,1.82,25.8,4.06,21.35,9.46,35.4,1.42,1.1,13.72,48.36
545,0.11,0.16,0.15,0.3,0.28,9.95,10.0,2.3,3.31,6.12,10.4,15.78,13.97,10.38,15.87,17.61,9.87,26.26,14.79,17.09,32.59,9.27
546,0.31,0.0,0.4,0.05,0.24,8.81,3.33,5.42,2.57,4.11,10.35,10.3,17.77,14.48,17.37,11.11,14.51,21.23,22.87,14.18,17.29,24.43
547,0.24,0.22,0.18,0.24,0.12,8.08,3.33,6.75,2.92,8.45,8.64,34.63,4.11,10.16,3.47,22.04,8.5,15.12,21.3,21.62,25.53,16.43
548,0.16,0.2,0.27,0.26,0.11,2.18,3.33,8.05,4.29,12.92,18.14,14.22,11.09,4.48,16.01,19.12,4.02,24.21,9.78,21.31,5.5,39.2
549,0.23,0.28,0.32,0.0,0.17,8.48,3.33,1.75,3.03,24.51,13.74,1.05,5.07,17.07,6.13,17.71,14.72,30.72,4.38,21.0,33.76,10.14
550,0.07,0.25,0.09,0.26,0.33,3.55,1.0,2.13,2.6,19.86,19.0,9.92,3.28,18.0,4.34,15.53,10.07,0.84,15.02,48.15,33.5,2.49
551,0.23,0.35,0.18,0.01,0.23,6.64,10.0,3.85,9.86,12.6,21.9,16.16,15.7,4.04,8.03,11.23,10.34,34.44,21.74,11.79,29.57,2.46
552,0.25,0.16,0.3,0.25,0.04,1.76,1.0,3.19,8.71,12.14,1.84,10.46,15.49,14.89,20.51,6.68,17.99,19.2,19.55,5.32,28.6,27.33
553,0.19,0.24,0.16,0.21,0.2,6.0,1.0,8.6,6.36,20.07,11.21,11.26,24.26,0.84,7.66,24.31,0.39,19.26,22.4,13.04,28.09,17.21
554,0.23,0.16,0.35,0.02,0.24,5.04,1.0,3.47,6.19,8.46,3.65,19.96,8.77,10.35,8.44,23.2,17.17,17.56,33.06,9.45,13.29,26.64
555,0.01,0.27,0.47,0.05,0.2,2.61,10.0,4.64,1.97,21.18,5.83,17.67,12.83,10.18,19.96,9.84,2.51,28.67,10.25,18.54,12.91,29.63
556,0.21,0.0,0.12,0.46,0.21,4.4,6.67,8.42,4.29,29.1,23.75,0.19,8.33,7.42,11.96,16.58,2.67,2.02,0.28,24.45,32.18,41.07
557,0.25,0.25,0.05,0.29,0.16,4.61,3.33,3.52,1.4,9.19,9.73,19.7,9.94,12.9,27.69,3.3,7.55,25.87,31.52,0.68,24.52,17.41
558,0.29,0.02,0.45,0.16,0.08,3.26,6.67,8.13,5.41,22.56,20.08,13.52,20.41,1.47,0.76,18.18,3.02,0.22,21.11,29.38,22.64,26.65
559,0.01,0.23,0.29,0.11,0.36,6.2,3.33,1.72,3.44,4.61,12.87,19.95,26.78,1.85,22.05,4.07,7.82,29.64,46.13,14.55,1.36,8.32
560,0.11,0.46,0.31,0.06,0.06,5.7,6.67,2.43,2.75,15.11,13.53,15.93,6.26,17.29,18.01,9.51,4.36,8.56,34.41,8.2,45.14,3.69
561,0.13,0.1,0.16,0.3,0.31,6.38,3.33,6.01,4.24,36.01,5.98,4.85,7.2,0.3,22.85,8.33,14.48,21.64,20.28,12.5,12.75,32.83
562,0.31,0.15,0.26,0.0,0.28,2.89,6.67,8.14,8.79,1.75,28.82,0.56,13.38,33.89,14.92,3.01,3.67,4.96,27.26,13.63,24.76,29.39
563,0.23,0.04,0.18,0.14,0.41,4.39,10.0,4.82,7.1,5.01,25.66,1.55,18.56,2.46,21.28,20.34,5.14,60.2,1.54,3.47,14.8,19.99
564,0.2,0.11,0.27,0.19,0.23,2.58,3.33,6.56,2.82,14.67,5.92,27.8,7.08,4.59,6.23,30.09,3.62,22.29,34.37,30.19,2.93,10.22
565,0.25,0.0,0.29,0.18,0.28,5.5,6.67,4.22,7.86,16.39,12.25,12.37,5.1,18.04,5.41,14.96,15.48,27.31,7.87,29.36,20.65,14.81
566,0.3,0.48,0.03,0.02,0.17,7.73,6.67,9.45,2.85,20.84,4.48,18.61,5.19,8.36,24.56,9.82,8.14,7.74,28.78,22.67,28.12,12.69
567,0.28,0.25,0.14,0.05,0.28,2.13,1.0,1.49,8.15,12.58,12.16,15.76,13.84,7.33,12.69,16.45,9.19,6.98,23.03,18.15,10.21,41.63
568,0.27,0.22,0.03,0.23,0.25,3.9,6.67,1.12,5.0,14.52,20.07,6.34,2.15,12.68,10.62,17.49,16.13,4.42,19.6,14.53,41.76,19.69
569,0.63,0.04,0.21,0.11,0.01,7.85,10.0,7.73,2.38,6.18,0.48,21.01,15.03,19.14,5.98,9.87,22.31,13.07,22.11,25.01,17.82,21.99
570,0.44,0.31,0.05,0.15,0.05,3.94,6.67,9.55,5.2,1.52,23.54,3.48,5.16,6.92,23.48,23.19,12.71,18.75,22.88,27.1,17.54,13.73
571,0.19,0.22,0.24,0.34,0.01,4.56,1.0,2.63,5.21,19.2,6.33,23.48,24.56,1.33,16.44,0.75,7.91,25.48,1.19,28.47,27.58,17.28
572,0.27,0.21,0.3,0.18,0.04,1.79,6.67,9.21,1.54,16.05,7.36,20.44,2.9,9.9,17.91,18.96,6.48,23.63,10.76,28.52,22.3,14.79
573,0.25,0.24,0.04,0.24,0.23,6.93,6.67,3.31,3.1,15.43,12.56,7.15,3.73,17.77,11.0,18.5,13.86,0.1,31.02,17.85,17.39,33.64
574,0.11,0.25,0.2,0.25,0.19,7.66,3.33,9.34,5.22,1.58,31.92,11.28,7.45,1.01,26.9,4.29,15.57,27.77,28.46,9.02,8.6,26.15
575,0.24,0.27,0.28,0.2,0.01,9.68,1.0,2.89,1.05,13.78,16.68,17.5,15.91,0.38,13.88,21.01,0.86,31.55,34.1,18.61,8.73,7.01
576,0.04,0.2,0.23,0.29,0.24,8.67,3.33,9.42,9.52,9.15,11.15,4.01,13.24,17.56,3.18,15.65,26.06,16.33,19.4,27.24,27.33,9.7
577,0.16,0.26,0.08,0.28,0.22,1.56,6.67,8.17,2.78,6.23,8.1,32.19,5.62,18.38,21.02,3.85,4.61,4.6,17.0,21.13,36.86,20.41
578,0.3,0.22,0.2,0.09,0.19,8.89,6.67,9.95,6.36,13.81,21.38,4.31,15.78,7.1,9.61,11.39,16.62,37.6,34.34,9.13,2.92,16.01
579,0.03,0.2,0.25,0.2,0.32,4.53,1.0,9.01,2.1,5.46,12.86,8.85,8.13,10.75,26.72,24.32,2.91,5.82,30.15,12.42,28.2,23.41
580,0.19,0.17,0.11,0.25,0.28,2.52,3.33,1.49,1.88,16.41,14.43,17.6,14.1,12.83,4.12,15.81,4.7,5.73,26.09,29.47,27.09,11.62
581,0.3,0.2,0.08,0.27,0.15,1.97,3.33,2.88,8.64,5.15,16.76,20.9,6.56,7.58,22.18,19.8,1.07,21.27,18.06,9.13,29.59,21.95
582,0.03,0.23,0.3,0.2,0.24,8.59,6.67,7.79,1.19,8.52,6.6,19.57,23.09,0.08,26.43,3.57,12.14,22.16,18.04,12.81,34.82,12.17
583,0.34,0.28,0.07,0.23,0.08,8.78,3.33,5.26,2.58,15.94,12.69,0.55,7.71,19.89,16.21,2.17,24.84,18.33,39.36,20.64,8.15,13.52
584,0.21,0.26,0.36,0.02,0.15,5.74,10.0,3.68,5.32,17.38,6.88,11.6,16.64,6.52,18.02,6.55,16.41,17.33,22.74,27.07,18.76,14.1
585,0.38,0.27,0.2,0.05,0.1,1.17,3.33,2.24,2.04,14.34,14.22,20.34,6.96,18.93,5.96,16.19,3.06,21.48,12.72,33.4,2.54,29.86
586,0.17,0.29,0.04,0.27,0.23,8.15,6.67,7.48,6.84,13.71,11.91,4.24,8.09,11.89,15.66,19.87,14.63,39.73,3.79,0.81,26.81,28.86
587,0.03,0.79,0.01,0.01,0.16,3.71,1.0,3.85,6.73,3.13,6.39,33.46,13.64,9.99,17.43,7.35,8.61,10.8,17.58,23.88,23.42,24.32
588,0.34,0.01,0.2,0.11,0.34,6.22,3.33,8.84,7.48,13.9,13.29,12.85,13.34,15.7,13.01,10.14,7.77,31.46,18.5,27.71,16.82,5.51
589,0.19,0.22,0.2,0.22,0.17,8.97,3.33,5.87,4.59,11.47,10.19,13.85,3.35,18.03,12.61,14.21,16.29,19.22,27.17,33.68,18.69,1.24
590,0.03,0.07,0.33,0.42,0.15,8.78,3.33,4.85,2.47,13.73,10.13,18.04,15.55,15.59,14.76,9.71,2.49,6.9,18.33,29.75,9.61,35.41
591,0.32,0.12,0.22,0.33,0.01,5.95,1.0,5.97,7.42,15.03,6.35,14.98,10.72,10.51,19.91,17.55,4.95,21.01,6.19,34.27,21.46,17.07
592,0.15,0.39,0.35,0.09,0.02,4.02,10.0,4.21,3.29,12.03,8.57,4.55,15.46,18.3,11.9,10.47,18.72,29.49,23.72,6.1,27.79,12.9
593,0.27,0.05,0.24,0.26,0.18,8.38,3.33,6.04,4.77,27.74,0.22,7.58,2.98,13.79,24.99,0.7,22.0,4.94,23.33,25.96,25.58,20.19
594,0.23,0.36,0.17,0.03,0.21,9.54,6.67,7.58,7.57,6.61,4.93,17.36,29.02,14.69,11.76,0.11,15.52,27.22,27.66,7.25,26.12,11.75
595,0.06,0.19,0.24,0.24,0.27,6.39,1.0,6.7,3.69,3.05,21.27,12.72,6.54,16.36,16.66,4.58,18.82,32.86,36.95,18.87,8.37,2.95
596,0.26,0.05,0.31,0.07,0.31,6.42,3.33,5.76,9.79,8.16,17.34,20.76,16.44,9.16,5.26,12.03,10.85,34.39,4.05,33.75,9.11,18.7
597,0.07,0.23,0.36,0.24,0.1,3.29,3.33,4.83,2.31,12.58,20.87,16.02,2.37,5.81,10.61,20.65,11.09,28.03,26.66,22.31,17.31,5.69
598,0.14,0.18,0.22,0.26,0.2,2.88,10.0,9.41,2.32,0.6,38.14,2.8,16.71,1.05,9.29,28.94,2.47,30.81,8.8,8.99,25.91,25.49
599,0.21,0.27,0.26,0.18,0.08,9.69,3.33,4.88,4.03,11.59,22.4,17.22,9.79,7.68,0.75,12.41,18.16,10.94,7.85,3.37,41.42,36.42
600,0.21,0.3,0.06,0.24,0.19,1.8,1.0,2.96,3.06,11.39,10.82,16.14,3.66,13.57,22.35,18.13,3.94,13.69,18.56,24.79,13.29,29.67
601,0.17,0.28,0.03,0.22,0.3,4.19,3.33,6.66,2.32,0.38,3.81,15.39,31.23,11.49,9.49,4.12,24.09,1.07,38.8,19.03,37.05,4.05
602,0.17,0.19,0.03,0.35,0.26,3.85,10.0,7.08,7.49,4.09,9.61,9.03,5.23,2.6,19.68,26.17,23.59,10.88,21.42,28.63,29.09,9.98
603,0.34,0.1,0.23,0.29,0.04,7.26,10.0,5.5,8.04,6.53,16.78,14.81,18.59,4.83,14.8,17.49,6.17,21.23,5.12,29.39,37.86,6.4
604,0.27,0.17,0.27,0.22,0.07,9.98,10.0,4.63,8.29,20.57,4.13,17.41,3.2,8.25,6.29,21.04,19.11,24.79,31.13,5.77,31.58,6.73
605,0.05,0.33,0.39,0.17,0.06,7.53,1.0,4.84,4.76,8.37,19.74,12.92,19.02,7.22,11.78,15.67,5.28,0.88,10.94,38.34,44.93,4.91
